City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Progreso,MX,21.2833,-89.6667,76.1,84,89,7.63,overcast clouds
701,Udachnyy,RU,66.4167,112.4,86.45,45,6,13.0,clear sky
702,San Juan,AR,-31.5375,-68.5364,53.94,81,75,9.31,broken clouds
703,Phaltan,IN,17.9833,74.4333,80.82,62,95,2.75,overcast clouds
704,Sorong,ID,-0.8833,131.25,84.33,71,70,5.19,broken clouds
705,Kastamonu,TR,41.5,33.6667,61.88,72,0,1.32,clear sky
706,Havelock,US,34.8791,-76.9013,84.18,89,0,13.8,clear sky
707,Shimoda,JP,34.6667,138.95,92.1,77,70,10.04,broken clouds
708,Dong Xoai,VN,11.5333,106.9167,86.56,73,82,3.56,light rain
709,Linxia,CN,35.6003,103.2064,76.01,39,28,4.34,scattered clouds
